TYPE,YEAR,MONTH,HUNDRED_BLOCK,STREET_NAME,NEIGHBOURHOOD
Break and Enter Residential/Other,2013,9,10XX, E 8TH AVE,Mount Pleasant
Theft of Vehicle,2013,10,10XX, E 8TH AVE,Mount Pleasant
Theft of Vehicle,2013,8,10XX, E 8TH AVE,Mount Pleasant
Theft from Vehicle,2013,6,10XX, E BROADWAY AVE,Mount Pleasant
Theft from Vehicle,2013,4,10XX, E BROADWAY AVE,Mount Pleasant
Theft from Vehicle,2013,4,10XX, E BROADWAY AVE,Mount Pleasant
Theft from Vehicle,2013,4,10XX, E BROADWAY AVE,Mount Pleasant
Theft from Vehicle,2013,4,10XX, E BROADWAY AVE,Mount Pleasant
Theft from Vehicle,2013,4,10XX, E BROADWAY AVE,Mount Pleasant
Theft from Vehicle,2013,9,10XX, E BROADWAY AVE,Mount Pleasant
Other Theft,2013,12,10XX, E BROADWAY AVE,Mount Pleasant
Other Theft,2013,8,10XX, E BROADWAY AVE,Mount Pleasant
Other Theft,2013,1,10XX, E BROADWAY AVE,Mount Pleasant
Other Theft,2013,5,10XX, E BROADWAY AVE,Mount Pleasant
Other Theft,2013,12,10XX, E BROADWAY AVE,Mount Pleasant
Other Theft,2013,2,10XX, E BROADWAY AVE,Mount Pleasant
Break and Enter Residential/Other,2013,7,10XX, E BROADWAY AVE,Mount Pleasant
Mischief,2013,8,10XX, E BROADWAY AVE,Mount Pleasant
Mischief,2013,4,10XX, E BROADWAY AVE,Mount Pleasant
Mischief,2013,4,10XX, E BROADWAY AVE,Mount Pleasant
Break and Enter Commercial,2013,7,10XX, E CORDOVA ST,Strathcona
Theft from Vehicle,2013,11,10XX, E CORDOVA ST,Strathcona
Other Theft,2013,9,10XX, E GEORGIA ST,Strathcona
Break and Enter Residential/Other,2013,8,10XX, E GEORGIA ST,Strathcona
Theft from Vehicle,2013,1,10XX, E HASTINGS ST,Strathcona
Other Theft,2013,6,10XX, E KENT N AVE,Sunset
Theft of Vehicle,2013,9,10XX, E KENT N AVE,Sunset
Other Theft,2013,4,10XX, E PENDER ST,Strathcona
Theft of Vehicle,2013,3,10XX, E PENDER ST,Strathcona
Theft from Vehicle,2013,10,10XX, E PENDER ST,Strathcona
Other Theft,2013,4,10XX, EXPO BLVD,Central Business District
Break and Enter Residential/Other,2013,11,10XX, EXPO BLVD,Central Business District
Mischief,2013,3,10XX, EXPO BLVD,Central Business District
Break and Enter Commercial,2013,11,10XX, EXPO BLVD,Central Business District
Theft from Vehicle,2013,11,10XX, EXPO BLVD,Central Business District
Theft from Vehicle,2013,3,10XX, EXPO BLVD,Central Business District
Theft from Vehicle,2013,11,10XX, EXPO BLVD,Central Business District
Theft from Vehicle,2013,2,10XX, EXPO BLVD,Central Business District
Other Theft,2013,9,10XX, GILFORD ST,West End
Other Theft,2013,10,10XX, GILFORD ST,West End
Other Theft,2013,6,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,2,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,12,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,11,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,10,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,5,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,4,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,4,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,3,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,2,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,1,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,12,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,11,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,11,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,4,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,4,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,2,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,1,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,12,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,12,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,11,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,1,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,12,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,8,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,6,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,2,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,3,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,11,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,10,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,11,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,7,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,6,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,1,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,11,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,12,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,8,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,8,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,7,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,7,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,7,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,7,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,6,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,6,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,8,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,5,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,4,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,4,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,12,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,12,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,12,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,4,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,8,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,8,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,6,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,2,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,2,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,1,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,1,10XX, GRANVILLE ST,Central Business District
Break and Enter Residential/Other,2013,7,10XX, GRANVILLE ST,Central Business District
Mischief,2013,9,10XX, GRANVILLE ST,Central Business District
Mischief,2013,8,10XX, GRANVILLE ST,Central Business District
Mischief,2013,8,10XX, GRANVILLE ST,Central Business District
Mischief,2013,2,10XX, GRANVILLE ST,Central Business District
Mischief,2013,2,10XX, GRANVILLE ST,Central Business District
Mischief,2013,2,10XX, GRANVILLE ST,Central Business District
Mischief,2013,11,10XX, GRANVILLE ST,Central Business District
Mischief,2013,1,10XX, GRANVILLE ST,Central Business District
Mischief,2013,12,10XX, GRANVILLE ST,Central Business District
Mischief,2013,8,10XX, GRANVILLE ST,Central Business District
Mischief,2013,7,10XX, GRANVILLE ST,Central Business District
Mischief,2013,9,10XX, GRANVILLE ST,Central Business District
Mischief,2013,2,10XX, GRANVILLE ST,Central Business District
Mischief,2013,9,10XX, GRANVILLE ST,Central Business District
Mischief,2013,10,10XX, GRANVILLE ST,Central Business District
Mischief,2013,9,10XX, GRANVILLE ST,Central Business District
Mischief,2013,9,10XX, GRANVILLE ST,Central Business District
Mischief,2013,2,10XX, GRANVILLE ST,Central Business District
Mischief,2013,10,10XX, GRANVILLE ST,Central Business District
Mischief,2013,2,10XX, GRANVILLE ST,Central Business District
Break and Enter Commercial,2013,12,10XX, GRANVILLE ST,Central Business District
Break and Enter Commercial,2013,5,10XX, GRANVILLE ST,Central Business District
Break and Enter Commercial,2013,10,10XX, GRANVILLE ST,Central Business District
Break and Enter Commercial,2013,4,10XX, GRANVILLE ST,Central Business District
Break and Enter Commercial,2013,7,10XX, GRANVILLE ST,Central Business District
Theft from Vehicle,2013,4,10XX, GRANVILLE ST,Central Business District
Theft from Vehicle,2013,3,10XX, GRANVILLE ST,Central Business District
Theft from Vehicle,2013,5,10XX, GRANVILLE ST,Central Business District
Other Theft,2013,12,10XX, HAMILTON ST,Central Business District
Other Theft,2013,12,10XX, HAMILTON ST,Central Business District
Other Theft,2013,11,10XX, HAMILTON ST,Central Business District
Other Theft,2013,4,10XX, HAMILTON ST,Central Business District
Other Theft,2013,1,10XX, HAMILTON ST,Central Business District
Other Theft,2013,4,10XX, HAMILTON ST,Central Business District
Mischief,2013,2,10XX, HAMILTON ST,Central Business District
Mischief,2013,1,10XX, HAMILTON ST,Central Business District
Theft from Vehicle,2013,11,10XX, HAMILTON ST,Central Business District
Other Theft,2013,9,10XX, HARO ST,West End
Mischief,2013,5,10XX, HARO ST,West End
Theft from Vehicle,2013,10,10XX, HARO ST,West End
Theft from Vehicle,2013,5,10XX, HARO ST,West End
Theft from Vehicle,2013,2,10XX, HARO ST,West End
Theft from Vehicle,2013,3,10XX, HARO ST,West End
Other Theft,2013,9,10XX, HARWOOD ST,West End
Other Theft,2013,11,10XX, HARWOOD ST,West End
Break and Enter Residential/Other,2013,11,10XX, HARWOOD ST,West End
Mischief,2013,7,10XX, HARWOOD ST,West End
Mischief,2013,9,10XX, HARWOOD ST,West End
Mischief,2013,11,10XX, HARWOOD ST,West End
Mischief,2013,6,10XX, HARWOOD ST,West End
Theft from Vehicle,2013,10,10XX, HARWOOD ST,West End
Theft from Vehicle,2013,7,10XX, HARWOOD ST,West End
Break and Enter Commercial,2013,11,10XX, HARWOOD ST,West End
Break and Enter Commercial,2013,10,10XX, HARWOOD ST,West End
Theft from Vehicle,2013,12,10XX, HAZELTON ST,Hastings-Sunrise
Other Theft,2013,9,10XX, HOMER ST,Central Business District
Other Theft,2013,9,10XX, HOMER ST,Central Business District
Other Theft,2013,2,10XX, HOMER ST,Central Business District
Other Theft,2013,2,10XX, HOMER ST,Central Business District
Other Theft,2013,8,10XX, HOMER ST,Central Business District
Other Theft,2013,4,10XX, HOMER ST,Central Business District
Other Theft,2013,4,10XX, HOMER ST,Central Business District
Other Theft,2013,9,10XX, HOMER ST,Central Business District
Other Theft,2013,11,10XX, HOMER ST,Central Business District
Other Theft,2013,6,10XX, HOMER ST,Central Business District
Other Theft,2013,3,10XX, HOMER ST,Central Business District
Break and Enter Residential/Other,2013,5,10XX, HOMER ST,Central Business District
Mischief,2013,9,10XX, HOMER ST,Central Business District
Mischief,2013,10,10XX, HOMER ST,Central Business District
Mischief,2013,11,10XX, HOMER ST,Central Business District
Theft from Vehicle,2013,6,10XX, HOMER ST,Central Business District
Theft from Vehicle,2013,9,10XX, HOMER ST,Central Business District
Theft from Vehicle,2013,3,10XX, HOMER ST,Central Business District
Theft from Vehicle,2013,9,10XX, HOMER ST,Central Business District
Theft from Vehicle,2013,5,10XX, HOMER ST,Central Business District
Theft from Vehicle,2013,5,10XX, HOMER ST,Central Business District
Theft from Vehicle,2013,4,10XX, HOMER ST,Central Business District
Break and Enter Commercial,2013,3,10XX, HOMER ST,Central Business District
Break and Enter Commercial,2013,9,10XX, HOMER ST,Central Business District
Break and Enter Commercial,2013,11,10XX, HOMER ST,Central Business District
Break and Enter Commercial,2013,4,10XX, HOMER ST,Central Business District
Break and Enter Commercial,2013,7,10XX, HOMER ST,Central Business District
Break and Enter Commercial,2013,5,10XX, HOMER ST,Central Business District
Break and Enter Commercial,2013,10,10XX, HOMER ST,Central Business District
Other Theft,2013,11,10XX, HORNBY ST,Central Business District
Other Theft,2013,11,10XX, HORNBY ST,Central Business District
Other Theft,2013,1,10XX, HORNBY ST,Central Business District
Mischief,2013,4,10XX, HORNBY ST,Central Business District
Mischief,2013,7,10XX, HORNBY ST,Central Business District
Mischief,2013,11,10XX, HORNBY ST,Central Business District
Mischief,2013,2,10XX, HORNBY ST,Central Business District
Theft from Vehicle,2013,4,10XX, HORNBY ST,Central Business District
Theft from Vehicle,2013,12,10XX, HORNBY ST,Central Business District
Theft from Vehicle,2013,10,10XX, HORNBY ST,Central Business District
Break and Enter Commercial,2013,10,10XX, HORNBY ST,Central Business District
Break and Enter Commercial,2013,10,10XX, HORNBY ST,Central Business District
Break and Enter Commercial,2013,10,10XX, HORNBY ST,Central Business District
Break and Enter Commercial,2013,11,10XX, HORNBY ST,Central Business District
Break and Enter Commercial,2013,12,10XX, HORNBY ST,Central Business District
Other Theft,2013,1,10XX, HOWE ST,Central Business District
Other Theft,2013,12,10XX, HOWE ST,Central Business District
Other Theft,2013,12,10XX, HOWE ST,Central Business District
Other Theft,2013,9,10XX, HOWE ST,Central Business District
Other Theft,2013,6,10XX, HOWE ST,Central Business District
Other Theft,2013,6,10XX, HOWE ST,Central Business District
Other Theft,2013,1,10XX, HOWE ST,Central Business District
Other Theft,2013,10,10XX, HOWE ST,Central Business District
Other Theft,2013,6,10XX, HOWE ST,Central Business District
Break and Enter Residential/Other,2013,4,10XX, HOWE ST,Central Business District
Break and Enter Residential/Other,2013,10,10XX, HOWE ST,Central Business District
Break and Enter Residential/Other,2013,11,10XX, HOWE ST,Central Business District
Break and Enter Residential/Other,2013,11,10XX, HOWE ST,Central Business District
Mischief,2013,9,10XX, HOWE ST,Central Business District
Mischief,2013,12,10XX, HOWE ST,Central Business District
Mischief,2013,11,10XX, HOWE ST,Central Business District
Mischief,2013,11,10XX, HOWE ST,Central Business District
Mischief,2013,11,10XX, HOWE ST,Central Business District
Mischief,2013,10,10XX, HOWE ST,Central Business District
Mischief,2013,10,10XX, HOWE ST,Central Business District
Mischief,2013,10,10XX, HOWE ST,Central Business District
Mischief,2013,7,10XX, HOWE ST,Central Business District
Mischief,2013,6,10XX, HOWE ST,Central Business District
Mischief,2013,6,10XX, HOWE ST,Central Business District
Mischief,2013,4,10XX, HOWE ST,Central Business District
Mischief,2013,4,10XX, HOWE ST,Central Business District
Mischief,2013,3,10XX, HOWE ST,Central Business District
Mischief,2013,3,10XX, HOWE ST,Central Business District
Mischief,2013,2,10XX, HOWE ST,Central Business District
Mischief,2013,2,10XX, HOWE ST,Central Business District
Mischief,2013,1,10XX, HOWE ST,Central Business District
Theft from Vehicle,2013,11,10XX, HOWE ST,Central Business District
Theft from Vehicle,2013,8,10XX, HOWE ST,Central Business District
Theft from Vehicle,2013,6,10XX, HOWE ST,Central Business District
Theft of Vehicle,2013,9,10XX, HOWE ST,Central Business District
Break and Enter Commercial,2013,2,10XX, HOWE ST,Central Business District
Break and Enter Commercial,2013,10,10XX, HOWE ST,Central Business District
Break and Enter Commercial,2013,11,10XX, HOWE ST,Central Business District
Other Theft,2013,7,10XX, IRONWORK PASS,Fairview
Other Theft,2013,6,10XX, IRONWORK PASS,Fairview
Other Theft,2013,2,10XX, IRONWORK PASS,Fairview
Other Theft,2013,4,10XX, IRONWORK PASS,Fairview
Break and Enter Residential/Other,2013,2,10XX, IRONWORK PASS,Fairview
Break and Enter Residential/Other,2013,2,10XX, IRONWORK PASS,Fairview
Break and Enter Residential/Other,2013,2,10XX, IRONWORK PASS,Fairview
Other Theft,2013,8,10XX, JERVIS ST,West End
Other Theft,2013,7,10XX, JERVIS ST,West End
Other Theft,2013,5,10XX, JERVIS ST,West End
Mischief,2013,7,10XX, JERVIS ST,West End
Theft from Vehicle,2013,10,10XX, JERVIS ST,West End
Theft from Vehicle,2013,10,10XX, JERVIS ST,West End
Theft from Vehicle,2013,5,10XX, JERVIS ST,West End
Break and Enter Commercial,2013,6,10XX, JERVIS ST,West End
Break and Enter Commercial,2013,1,10XX, JERVIS ST,West End
Other Theft,2013,8,10XX, KEEFER ST,Strathcona
Break and Enter Residential/Other,2013,10,10XX, KEEFER ST,Strathcona
Break and Enter Residential/Other,2013,7,10XX, KEEFER ST,Strathcona
Mischief,2013,8,10XX, KEEFER ST,Strathcona
Mischief,2013,8,10XX, KEEFER ST,Strathcona
Break and Enter Commercial,2013,8,10XX, KEEFER ST,Strathcona
Other Theft,2013,2,10XX, KINGSWAY AVE,Kensington-Cedar Cottage
Other Theft,2013,1,10XX, KINGSWAY AVE,Kensington-Cedar Cottage
Theft from Vehicle,2013,11,10XX, KINGSWAY AVE,Kensington-Cedar Cottage
Theft from Vehicle,2013,11,10XX, LAGOON DR,Stanley Park
Theft from Vehicle,2013,10,10XX, LAGOON DR,Stanley Park
Theft from Vehicle,2013,10,10XX, LAGOON DR,Stanley Park
Other Theft,2013,1,10XX, LAKEWOOD DR,Grandview-Woodland
Theft from Vehicle,2013,3,10XX, LAURIER AVE,Shaughnessy
Other Theft,2013,10,10XX, MAIN ST,Strathcona
Other Theft,2013,12,10XX, MAIN ST,Strathcona
Other Theft,2013,10,10XX, MAIN ST,Strathcona
Other Theft,2013,6,10XX, MAIN ST,Strathcona
Other Theft,2013,5,10XX, MAIN ST,Strathcona
Other Theft,2013,5,10XX, MAIN ST,Strathcona
Other Theft,2013,1,10XX, MAIN ST,Strathcona
Other Theft,2013,9,10XX, MAIN ST,Central Business District
Other Theft,2013,4,10XX, MAIN ST,Central Business District
Other Theft,2013,11,10XX, MAIN ST,Central Business District
Mischief,2013,11,10XX, MAIN ST,Strathcona
Mischief,2013,7,10XX, MAIN ST,Central Business District
Theft from Vehicle,2013,11,10XX, MAIN ST,Strathcona
Other Theft,2013,12,10XX, MAINLAND ST,Central Business District
Other Theft,2013,10,10XX, MAINLAND ST,Central Business District
Other Theft,2013,1,10XX, MAINLAND ST,Central Business District
Other Theft,2013,10,10XX, MAINLAND ST,Central Business District
Other Theft,2013,2,10XX, MAINLAND ST,Central Business District
Other Theft,2013,11,10XX, MAINLAND ST,Central Business District
Other Theft,2013,3,10XX, MAINLAND ST,Central Business District
Other Theft,2013,12,10XX, MAINLAND ST,Central Business District
Other Theft,2013,11,10XX, MAINLAND ST,Central Business District
Other Theft,2013,3,10XX, MAINLAND ST,Central Business District
Other Theft,2013,2,10XX, MAINLAND ST,Central Business District
Other Theft,2013,3,10XX, MAINLAND ST,Central Business District
Other Theft,2013,2,10XX, MAINLAND ST,Central Business District
Other Theft,2013,6,10XX, MAINLAND ST,Central Business District
Other Theft,2013,8,10XX, MAINLAND ST,Central Business District
Other Theft,2013,8,10XX, MAINLAND ST,Central Business District
Other Theft,2013,6,10XX, MAINLAND ST,Central Business District
Other Theft,2013,6,10XX, MAINLAND ST,Central Business District
Other Theft,2013,5,10XX, MAINLAND ST,Central Business District
Other Theft,2013,11,10XX, MAINLAND ST,Central Business District
Other Theft,2013,10,10XX, MAINLAND ST,Central Business District
Other Theft,2013,10,10XX, MAINLAND ST,Central Business District
Other Theft,2013,4,10XX, MAINLAND ST,Central Business District
Other Theft,2013,1,10XX, MAINLAND ST,Central Business District
Mischief,2013,11,10XX, MAINLAND ST,Central Business District
Mischief,2013,9,10XX, MAINLAND ST,Central Business District
Theft from Vehicle,2013,11,10XX, MAINLAND ST,Central Business District
Theft from Vehicle,2013,3,10XX, MAINLAND ST,Central Business District
Break and Enter Commercial,2013,6,10XX, MAINLAND ST,Central Business District
Break and Enter Commercial,2013,7,10XX, MAINLAND ST,Central Business District
